DentistName,LicenseNumber,Specialization,Cabinet,PatientName,InsuranceNumber,PatientPhone,AppointmentDate,Status
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_938,INS-15951,+380504380698,2026-04-11 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_939,INS-35108,+380502935653,2026-05-04 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_940,INS-98628,+380504751898,2026-05-19 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_941,INS-46738,+380506068704,2026-05-18 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_942,INS-28594,+380506986955,2026-03-31 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_943,INS-43989,+380501990816,2026-05-12 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_944,INS-51756,+380505776241,2026-05-26 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_945,INS-46817,+380504821640,2026-04-23 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_946,INS-97131,+380508728214,2026-04-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_947,INS-84186,+380506279393,2026-05-05 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_948,INS-20155,+380503935945,2026-04-30 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_949,INS-72121,+380501847154,2026-03-29 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_950,INS-92681,+380502653809,2026-05-12 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_951,INS-39783,+380501553214,2026-03-29 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_952,INS-31122,+380507758083,2026-04-30 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_953,INS-21873,+380501665237,2026-05-01 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_954,INS-41336,+380505354888,2026-05-13 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_955,INS-10752,+380506535953,2026-05-04 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_956,INS-71520,+380502012812,2026-04-24 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_957,INS-10979,+380503880816,2026-04-20 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_958,INS-91240,+380506361961,2026-05-14 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_959,INS-21904,+380507296711,2026-03-31 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_960,INS-48180,+380507139564,2026-04-10 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_961,INS-53364,+380501207554,2026-04-27 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_962,INS-62016,+380507841764,2026-04-02 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_963,INS-21958,+380501407006,2026-05-16 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_964,INS-82304,+380508660126,2026-05-21 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_965,INS-47401,+380501399813,2026-04-24 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_966,INS-20919,+380502942398,2026-05-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_967,INS-74514,+380505662268,2026-04-04 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_968,INS-81301,+380503590442,2026-05-09 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_969,INS-94377,+380504177102,2026-05-23 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_970,INS-35933,+380504833444,2026-04-15 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_971,INS-97694,+380505685005,2026-04-15 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_972,INS-54149,+380501159876,2026-04-27 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_973,INS-36273,+380507980410,2026-04-17 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_974,INS-54268,+380508260630,2026-04-14 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_975,INS-96963,+380504959603,2026-05-22 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_976,INS-11550,+380506334477,2026-05-07 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_977,INS-77018,+380503157302,2026-05-12 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_978,INS-42442,+380504702590,2026-04-22 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_979,INS-56383,+380501640337,2026-05-05 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_980,INS-89972,+380501166806,2026-04-23 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_981,INS-65759,+380507882962,2026-04-09 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_982,INS-73688,+380509265716,2026-05-18 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_983,INS-40637,+380503792733,2026-04-22 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_984,INS-99433,+380505719817,2026-04-08 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_985,INS-96849,+380502774641,2026-03-28 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_986,INS-24071,+380502749508,2026-05-05 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_987,INS-45737,+380508863108,2026-04-05 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_988,INS-80732,+380503752651,2026-04-06 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_989,INS-11696,+380506993544,2026-05-19 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_990,INS-90712,+380508466636,2026-04-19 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_991,INS-56881,+380501759794,2026-05-24 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_992,INS-35912,+380509969846,2026-05-10 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_993,INS-73960,+380504307584,2026-03-30 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_994,INS-48044,+380507488714,2026-04-11 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_995,INS-85197,+380508456553,2026-04-28 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_996,INS-53946,+380509406808,2026-04-04 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_997,INS-66500,+380506079120,2026-03-30 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_998,INS-18174,+380504039033,2026-05-22 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_999,INS-64450,+380508259884,2026-05-05 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_1000,INS-40668,+380509985512,2026-04-07 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_1001,INS-81772,+380503044604,2026-05-21 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_1002,INS-66354,+380508476563,2026-05-08 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_1003,INS-14334,+380509317847,2026-04-27 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_1004,INS-13003,+380501120860,2026-05-04 14:12,Completed
